	id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene-YKL068W-A	gene-YKL068W-A	235.159963094888	5.10873168666792	0.495859483981022	10.3027810331514	6.8453181762342e-25	3.45216476991121e-23
gene-YBR169C	gene-YBR169C	4151.41036375989	-4.14000205114869	0.401889386742565	-10.3013470564741	6.94814380881369e-25	3.47407190440685e-23
gene-YPL211W	gene-YPL211W	929.466267232054	4.82274063241226	0.468619159427601	10.2913859482464	7.70591149525877e-25	3.82030358027659e-23
gene-YPR010C	gene-YPR010C	2469.76293041457	4.49396868314818	0.438846742086775	10.2404057092432	1.30687190394935e-24	6.42453835134762e-23
gene-YLL012W	gene-YLL012W	332.274246197394	4.61432959463022	0.451143875302402	10.2280665819462	1.48453507421647e-24	7.23710848680528e-23
gene-YBR034C	gene-YBR034C	963.484458222317	4.48814767741837	0.440440130675796	10.1901424616597	2.19442401268104e-24	1.06094053505654e-22
gene-YCL040W	gene-YCL040W	5513.06937784379	-4.02666227210638	0.395364395424812	-10.184686124252	2.32107702351035e-24	1.11297545799471e-22
gene-YJR073C	gene-YJR073C	5520.4115831887	-4.00709443498318	0.394804086234844	-10.149576903314	3.3280308654477e-24	1.58284394820074e-22
gene-YDR528W	gene-YDR528W	159.998645227331	5.93596903460793	0.585052260303544	10.146049229052	3.45050349193328e-24	1.61483563422477e-22
gene-YJR097W	gene-YJR097W	267.139118928927	4.82659841197381	0.475701222740974	10.14628128169	3.44231175980839e-24	1.61483563422477e-22
gene-YDL060W	gene-YDL060W	1256.11781082684	4.12295696206712	0.406529512707889	10.141839234756	3.60251939395338e-24	1.67259829004978e-22
gene-YPL231W	gene-YPL231W	4927.21687216046	-4.09872243488844	0.404189896127973	-10.1405860813273	3.64903666076368e-24	1.68085546972185e-22
gene-YDR343C	gene-YDR343C	1002.68578241077	-4.28882352690004	0.423421031335163	-10.1289808713001	4.10909701228268e-24	1.87798574389482e-22
gene-YNL175C	gene-YNL175C	920.422379849477	4.58469389241374	0.453677629908033	10.1056203572196	5.21643674982903e-24	2.36559340980619e-22
gene-YDL014W	gene-YDL014W	4115.69278302582	4.68487727345188	0.46406190929332	10.0953712848057	5.7911506048733e-24	2.60601777219299e-22
gene-YBR187W	gene-YBR187W	833.455463858948	5.04110888270327	0.499426811313295	10.0937890567932	5.88529417699161e-24	2.62816572025961e-22
gene-YEL011W	gene-YEL011W	3244.31377888854	-4.42450921473311	0.438467824683181	-10.0908412559806	6.06475091984121e-24	2.68778733947508e-22
gene-YGL029W	gene-YGL029W	807.078097790241	5.14135209155755	0.509959175357192	10.0818895707806	6.6436020757668e-24	2.92218587543126e-22
gene-YLR002C	gene-YLR002C	494.690414060768	4.45343955142626	0.442165488170615	10.0718841035098	7.35553075613083e-24	3.21118320323622e-22
gene-YPL126W	gene-YPL126W	1224.69396945739	4.46337929418323	0.443926622293492	10.0543176958474	8.79284027563013e-24	3.81023078610639e-22
gene-YOL077C	gene-YOL077C	1626.4252539255	4.53146803889661	0.451063610458295	10.0461840277749	9.54938930564542e-24	4.10764172338424e-22
gene-YGL157W	gene-YGL157W	238.250809469157	5.40555069420217	0.538300507996072	10.0418829518207	9.97515479870151e-24	4.25946391039444e-22
gene-YNR054C	gene-YNR054C	550.27258119862	4.25768982020861	0.424334982755283	10.0337940382918	1.08274359218008e-23	4.58989131467645e-22
gene-YDL039C	gene-YDL039C	374.16055423051	4.58011321341063	0.457315006123889	10.0152261615702	1.30662718043156e-23	5.49911439246376e-22
gene-YLR333C	gene-YLR333C	2603.36898187476	3.9873408175931	0.398247078370921	10.0122286744797	1.34683690421494e-23	5.62785420689814e-22
gene-YDR496C	gene-YDR496C	1260.93889939127	4.41945888518091	0.441891126748193	10.0012392593239	1.50501708769551e-23	6.24421983192818e-22
gene-YPR110C	gene-YPR110C	1393.61946995377	4.06202621243266	0.40619480065922	10.0001925328447	1.5210105293991e-23	6.26613492745402e-22
gene-YIL104C	gene-YIL104C	296.998764246319	4.63928203914838	0.464691806890137	9.98356753951809	1.79880391184987e-23	7.35874327574949e-22
gene-YMR186W	gene-YMR186W	8241.35124101758	-3.87485401877501	0.389331345628763	-9.95258681911983	2.45711656296127e-23	9.98203603703016e-22
gene-YDR222W	gene-YDR222W	940.749978286497	4.20839943245947	0.423062770100079	9.94745869853765	2.58705177433251e-23	1.03659266300309e-21
gene-YLR051C	gene-YLR051C	635.099684165623	4.16836260104902	0.419009495218965	9.9481339888747	2.569560029462e-23	1.03659266300309e-21
gene-YOR047C	gene-YOR047C	205.038371746955	5.16353476954207	0.521120789584495	9.90851808782971	3.82273956965863e-23	1.52129431853762e-21
gene-YDR299W	gene-YDR299W	998.011682052794	3.99879926408344	0.403758813957609	9.90393057897005	4.00228851238698e-23	1.5819856619908e-21
gene-YLR174W	gene-YLR174W	1447.35586047719	-4.43361142833848	0.44772631304187	-9.90250360363311	4.05982254813904e-23	1.5939571749405e-21
gene-YHR021W-A	gene-YHR021W-A	164.721976999159	6.13887648813408	0.620519049478789	9.89313139264699	4.45858826583781e-23	1.73884942367674e-21
gene-YBR267W	gene-YBR267W	568.792030428746	4.19951063951226	0.426028847920799	9.85733867555602	6.37157943473621e-23	2.46845958233158e-21
gene-YKL024C	gene-YKL024C	915.253194083519	4.26701701279767	0.433411092112811	9.84519568245619	7.18991755463675e-23	2.7490861238317e-21
gene-YNR034W-A	gene-YNR034W-A	8236.20416578914	-3.86888938495697	0.392955772195119	-9.84561026637854	7.16033435115047e-23	2.7490861238317e-21
gene-YJR070C	gene-YJR070C	2608.69042443265	4.33543316448561	0.440478698733508	9.84254897444785	7.38164967185298e-23	2.80406821950259e-21
gene-YDR171W	gene-YDR171W	8887.38310795844	-4.09279166899988	0.415984646596098	-9.83880463495517	7.66157055846754e-23	2.89162501722807e-21
gene-YFR015C	gene-YFR015C	886.953315459368	-4.20907125797024	0.427870380660249	-9.8372578430767	7.78025034959874e-23	2.91759388109953e-21
gene-YNL077W	gene-YNL077W	2129.05464568083	-3.95995315713174	0.402599041815665	-9.83597263240597	7.88024286728033e-23	2.93626883908216e-21
gene-YNL123W	gene-YNL123W	620.107026945122	4.33543881741027	0.440969309901636	9.83161122568221	8.22914952636854e-23	3.04686865375038e-21
gene-YNL015W	gene-YNL015W	3239.82419347385	-4.02553845333328	0.410473943261929	-9.80704992220305	1.04993166082156e-22	3.8629561105699e-21
gene-YGR008C	gene-YGR008C	3071.30606568311	-4.66089787829717	0.475391417305717	-9.80433745462388	1.07852444183381e-22	3.94335499045486e-21
gene-YGR090W	gene-YGR090W	655.623907632534	4.08007586300398	0.416501036482724	9.79607613335008	1.17044354618892e-22	4.25285387900944e-21
gene-YPL240C	gene-YPL240C	10670.62954661	-4.10115854486759	0.419021623821056	-9.78746277452019	1.27453957213313e-22	4.60250401048075e-21
gene-YBR155W	gene-YBR155W	458.653302234203	4.17785978352215	0.429820647902982	9.72000717951819	2.4776402560278e-22	8.89214447715499e-21
gene-YCL064C	gene-YCL064C	1444.03881553438	-4.00876936509791	0.412461437495249	-9.7191373560688	2.49889491433371e-22	8.9137410053977e-21
gene-YIL118W	gene-YIL118W	640.19469133233	4.69173871049992	0.482915847176794	9.71543745753759	2.59133882628521e-22	9.18747402046574e-21
gene-YOL010W	gene-YOL010W	666.680173308835	4.16862025207435	0.429450658208761	9.70686660363188	2.81869020752526e-22	9.93333597230288e-21
gene-YNL194C	gene-YNL194C	2108.92575709154	-4.45239565153758	0.45873444304754	-9.70582374839502	2.84766652769601e-22	9.97535879462375e-21
gene-YLR304C	gene-YLR304C	5986.6976627445	-3.98568778969999	0.410867335470875	-9.70066842897644	2.99529821859366e-22	1.04300562968886e-20
gene-YGR081C	gene-YGR081C	441.970593464807	4.18239847011086	0.431312123123305	9.6969184168171	3.10742131878927e-22	1.07564584111936e-20
gene-YCR057C	gene-YCR057C	1013.66974148865	4.19260481676249	0.432775470979371	9.68771360186986	3.40055849681926e-22	1.17019218861133e-20
gene-YNR016C	gene-YNR016C	3124.59771502889	-3.85333877388765	0.398109944454222	-9.67908194097055	3.70023674956904e-22	1.26587046695783e-20
gene-YOL016C	gene-YOL016C	1511.44508109604	-4.04776292443676	0.418478845263233	-9.67256283143924	3.94376015702778e-22	1.34133703015189e-20
gene-YIL155C	gene-YIL155C	6248.5811418316	-4.54653657525082	0.471057319464771	-9.65176930148697	4.83148274703961e-22	1.63376728729374e-20
gene-YMR229C	gene-YMR229C	1930.83170152635	4.04484519558561	0.419131424047578	9.65054148535153	4.8896849589235e-22	1.64394580515532e-20
gene-YDR324C	gene-YDR324C	840.153723202276	4.12964870045795	0.428138117224648	9.64559924546752	5.13106247591538e-22	1.715240884806e-20
gene-YIL169C	gene-YIL169C	2960.92297497019	-4.09790639850747	0.424994250221556	-9.64226315149245	5.30062462690104e-22	1.76185534473699e-20
gene-YBR021W	gene-YBR021W	789.844149995965	4.52077207461967	0.469587572175171	9.62711183705111	6.14318439309879e-22	2.03037450280384e-20
gene-YBR247C	gene-YBR247C	890.365229419807	3.91617118240098	0.408866120986277	9.57812589840971	9.8821764367088e-22	3.24779394127789e-20
gene-YPL012W	gene-YPL012W	1253.43782411162	4.26980047080135	0.447121592387993	9.54952868188975	1.30287660976771e-21	4.25800456264865e-20
gene-YGL009C	gene-YGL009C	5118.46406171785	4.95975103465497	0.51945436269763	9.5480015008402	1.32222231732782e-21	4.29722253131542e-20
gene-YBR214W	gene-YBR214W	1585.67910804779	-4.23543073183597	0.444213061063073	-9.53468302282671	1.50344150484098e-21	4.85918939409929e-20
gene-YDL130W-A	gene-YDL130W-A	1482.20823025946	-4.26297963095238	0.447496060115216	-9.52629533733727	1.62996291241896e-21	5.23916650420381e-20
gene-YHR170W	gene-YHR170W	1724.97263923175	3.86897051372242	0.406181526124413	9.52522521306732	1.64684444459478e-21	5.26450273272101e-20
gene-YPL226W	gene-YPL226W	2310.10006475808	4.22500391682028	0.443669650341462	9.52285988813654	1.68477430454613e-21	5.35648352260589e-20
gene-YPL004C	gene-YPL004C	3289.36886707974	-3.97580241618034	0.417894295434523	-9.51389492418493	1.8365441945943e-21	5.80745056128467e-20
gene-YPL245W	gene-YPL245W	404.012069953665	4.99612474691886	0.525459339778484	9.50810913176471	1.94159519148138e-21	6.10663003772371e-20
gene-YLL008W	gene-YLL008W	1387.64767341125	4.13311686748884	0.434741477782334	9.5070681743374	1.96111675217533e-21	6.13504438514741e-20
gene-YER126C	gene-YER126C	1730.28727040396	3.77058319065756	0.396822791549883	9.50193202343716	2.06031661931197e-21	6.41109160796545e-20
gene-YDR399W	gene-YDR399W	2786.94272434311	4.42897104910977	0.46644796932656	9.49510200570526	2.19995883472032e-21	6.80939639318196e-20
gene-YGL225W	gene-YGL225W	414.567063244368	4.55663385365875	0.481205373506997	9.46920816874979	2.81973019980929e-21	8.68180087836017e-20
gene-YNL055C	gene-YNL055C	7636.38357311758	-3.83666502214398	0.405487400729386	-9.46186001153829	3.02513376876866e-21	9.26546206664746e-20
gene-YOR306C	gene-YOR306C	593.553829827984	4.29677251722975	0.454766691911063	9.44830084009331	3.44375349139374e-21	1.04926864190903e-19
gene-YGR157W	gene-YGR157W	2077.81264335945	-3.87305901343627	0.41037547265644	-9.43784234560903	3.80534363552019e-21	1.15343317449705e-19
